epoch,loss,pearson_r,val_loss,val_pearson_r
0,1.7016212744913468,0.297227127432503,1.7158930950349784,0.2410910477621206
1,1.6713591111805572,0.31763177803294834,1.7077205792077041,0.24477422059784135
2,1.6622787554987648,0.32420025316326345,1.7013839744316674,0.24852436129811956
3,1.6566543530009106,0.32889643655681355,1.6985030467562556,0.24934974764609227
4,1.652527751619515,0.33134096369961064,1.6952440483099103,0.25099633748948785
5,1.6492432241687416,0.3344310224056244,1.6929343121583635,0.2521135285534744
6,1.646491525529641,0.3369536826332019,1.691181739658163,0.25274661881635235
7,1.6442280362094206,0.33882480008642696,1.689790396558928,0.2532057138411837
8,1.6421805887000307,0.3409925081843015,1.688617235425177,0.2536016287032045
9,1.6403880354113736,0.34192028457604035,1.687348368278628,0.25421330370788614
10,1.6388112644905903,0.34378925077917327,1.6863577418208062,0.25457745270196
11,1.6373017571713098,0.34415532599204124,1.6854195875315838,0.2549246401127167
12,1.6359141920972533,0.34577841940690285,1.684565006682555,0.2552641549239419
13,1.6347171879284277,0.34686821090822895,1.6837924876463783,0.25551453879318897
14,1.63353489079215,0.34778143053302407,1.6830754627555897,0.2557551349043055
15,1.6324341946023857,0.34866975777471504,1.6824227383454398,0.25597720918392514
16,1.6314835183409142,0.34928247916879884,1.6817069144928072,0.25633884057395007
17,1.6304662187075978,0.3505055737367355,1.681141330004347,0.2565361986116465
18,1.6295492147481538,0.3510427015267426,1.6805496948479755,0.25679998348536937
19,1.6287362031245083,0.3521308126786829,1.6799559420989203,0.2570738292215064
20,1.6278784848155992,0.3524691642077778,1.679483007447582,0.25718567406662635
21,1.6271054908006235,0.3532756881032976,1.6790262003100729,0.2573568365779563
22,1.6263225062574354,0.35383599028058,1.6785398368144169,0.2575471760850588
23,1.6256301045524508,0.35472837464021806,1.678063224687328,0.2577659093706872
24,1.6249246682668224,0.35533215413695485,1.6776399679972602,0.25791984337090595
25,1.624242167122789,0.3555701002145091,1.6772221850764697,0.2580848872935425
26,1.6236430891091629,0.3565241359341006,1.6768011578252695,0.2582754687790727
27,1.6230267168905657,0.3568227342867702,1.6763851664515403,0.25848221325521387
28,1.622424044455389,0.35743647530981765,1.6760563785291072,0.25859313722530636
29,1.6218497139487613,0.3578653975374056,1.6756848271493099,0.2587722802630732
30,1.621278429735742,0.35870160425253605,1.6753492606665907,0.2589173241955337
31,1.6207376282025152,0.35913782663503285,1.675042779607515,0.25901705600157754
32,1.6201873123378976,0.36004121760331637,1.6747550524394692,0.25910915655710065
33,1.6197066144849321,0.3601565119295965,1.6744480442185374,0.2592291742669739
34,1.6191880645342138,0.3606582426982152,1.6741920119953009,0.25929597932930926
