epoch,loss,pearson_r,val_loss,val_pearson_r
0,1.8037449922962923,0.11087842848595489,1.7618930950768448,0.23369389375355124
1,1.7318018602279008,0.2748594085820146,1.732485697852403,0.24248833228672811
2,1.703939152703076,0.2902341881765248,1.7217644586923355,0.24484674245377716
3,1.6918991009038586,0.2948072561618998,1.714586215338091,0.2483719571808761
4,1.6843619756433936,0.29945268303876277,1.710397007941226,0.24920218029820596
5,1.6787477483040751,0.3017453837576143,1.7066993816218978,0.2506328936801266
6,1.6742469943199396,0.30452982666456174,1.7034777799025065,0.25199814022895695
7,1.670602365487798,0.3066326420864252,1.7003244108664497,0.2535087447375774
8,1.6672382670635608,0.3090118970205022,1.6977253346615997,0.2545046314346115
9,1.6643065209888195,0.3107395347144418,1.69542685110025,0.25524482826239725
10,1.6613624730916992,0.31298533997155775,1.693609321890223,0.25567647807144156
11,1.6588340899511012,0.314793734061686,1.6921315374515566,0.25559197681907975
12,1.6562577055945606,0.3166160259992818,1.6896699018293404,0.2568852784926944
13,1.6538894547878256,0.31910061518742555,1.687814385931123,0.2576224365485086
14,1.6515262838763218,0.3205164821423263,1.685890281547266,0.25829632952238846
15,1.649194580055073,0.3225147042993786,1.6845073528956733,0.2584904830573833
16,1.6470895371697476,0.32392925490944535,1.682520782965796,0.2593333516697789
17,1.6447556435047994,0.32642853670922795,1.6813500726508996,0.25937290919441663
18,1.6425137873088662,0.3281011142523671,1.679479579404643,0.2602571585520364
19,1.6403035214679413,0.33056028387380054,1.6776731298431078,0.26115774365941624
20,1.6380882611099694,0.332339519699877,1.6762985984180094,0.26146791433423927
21,1.6359701532280222,0.33420086728747445,1.6747456607677427,0.26198574442714984
22,1.6338530385078014,0.33571423204647394,1.673214010707939,0.26263330696552856
23,1.631657750668436,0.33821629598776787,1.6715030126148125,0.26336392679647747
24,1.6293980348505073,0.34077076423136166,1.6700213020586614,0.26395843490281234
25,1.627216345087801,0.3423731323588396,1.668756931274749,0.2641367057624552
26,1.6249540867075498,0.34459575992027563,1.667195914411131,0.2648379130896529
27,1.6226436528331378,0.3471604839914488,1.6659421876962845,0.2649828424071584
28,1.6204134821358172,0.3483562642106438,1.6642690374268263,0.26581105281042167
29,1.6179552292759758,0.35117695458573533,1.6629428037762215,0.26605215858841136
30,1.6156340686999588,0.35287175601683457,1.661081229563329,0.26709195544002856
31,1.6132049529597283,0.3563071688638805,1.6595463683375173,0.2674689988143107
32,1.6107334157880546,0.35832802088215826,1.657878465224067,0.26820516744519207
33,1.6082232406124433,0.36015190462929497,1.6560795768418441,0.26933605531577615
34,1.605512550502562,0.36358025392572474,1.6545963979242042,0.27008368501619395
35,1.6029820071871834,0.3653209020142696,1.6531390520064668,0.27065804727744425
36,1.6002648646210387,0.3687802525695777,1.6516439553241817,0.27123501801016137
37,1.597494692490799,0.37140851492527455,1.6502144079296002,0.2715330681306723
38,1.5946792750456766,0.3731797371683317,1.6485894207080571,0.27227896579739513
39,1.5917274336144662,0.3769927433322558,1.646826420772313,0.27321490798299564
40,1.5887792148863298,0.3792012393101049,1.6453149748919509,0.27382819289023047
41,1.5857436462716537,0.38201930318544675,1.643552912383009,0.27501100721622135
42,1.5825860379739007,0.384894524900211,1.6418624136020725,0.27642768508868293
43,1.5794192249473975,0.3880506476976024,1.640581560171399,0.2763970462627226
44,1.5761757113619799,0.39099779871818524,1.6390802189061202,0.2776558615833962
45,1.5728312406352085,0.39391172868712415,1.6375979707824022,0.27929341847827205
46,1.5694686592745801,0.39746076813102726,1.6360671870741326,0.2803861716987528
47,1.5661140015430501,0.4003659561743348,1.634612144408876,0.28150074603059816
48,1.5627674758701102,0.40355079768487356,1.6333555735879677,0.282200752989013
49,1.5593279607614023,0.4066486257522791,1.6321564637135948,0.28354576520617975
50,1.5560517276944918,0.40983615384746475,1.6309706222165172,0.28373214126302615
51,1.5528290197053123,0.41151092344879997,1.6301515600765282,0.2847850252439198
52,1.5494107557602408,0.4140938660505102,1.629420666198088,0.2869496120367201
53,1.546236736494831,0.4174770442843971,1.6293073741071622,0.2889764213087365
54,1.5431744365043265,0.4203839664386657,1.6282389765189824,0.2895195328684228
55,1.540061750044861,0.4231000883886616,1.6273564344282476,0.29009851303679896
56,1.5372516583841405,0.42419910544301104,1.627638360990317,0.2920901716637818
57,1.5346435262565647,0.42759379469718695,1.6271149666714633,0.2923945506170369
58,1.5320241890961075,0.4290564754976155,1.6270208008256477,0.2931285626794563
59,1.5295797370861126,0.4319231762027997,1.626753904978921,0.2932317836239607
60,1.5274718880333213,0.43177569187317133,1.6264577022068594,0.2935014445907063
61,1.5252737467483206,0.43325645113055367,1.6286704529907827,0.2957352023759991
62,1.5236280263270665,0.43661825416231115,1.6272450612478564,0.295026013137979
63,1.5217079888952558,0.4363135819522632,1.6273081014203805,0.29541639345467485
64,1.5201217302170416,0.43785311328372256,1.627021241029834,0.29550009663918
65,1.5187090216946582,0.43895114647456335,1.6273567692365738,0.2962048987517131
66,1.517232040688729,0.4387859119404184,1.6284354028804013,0.29702940213552476
67,1.5159622429734165,0.44109984295861254,1.6285232360293636,0.2972069268265569
68,1.5148364593647587,0.441196851999288,1.629276340868231,0.2974999016678534
69,1.513629513226563,0.4426727720745568,1.6281221561616874,0.2972326463981208
70,1.5126090220500021,0.44305727736909367,1.6272045405559725,0.2972081884734177
71,1.5115819402112423,0.4426744813458025,1.628090007929488,0.2976675450406311
72,1.5106669553391294,0.4434376360586742,1.6300449029349016,0.29821624078575354
73,1.5097066900403562,0.44492255176618467,1.628840635843944,0.2983696764375921
74,1.5088044009042192,0.44546963764069436,1.6299302034563041,0.2987234746697851
75,1.5080437312301185,0.4465502556029877,1.6283740839707481,0.2987741490235555
76,1.5071367709468066,0.4459895487597934,1.6283949801604196,0.29910123488195944
77,1.5062658196596983,0.44615560732681836,1.6272023194538445,0.2990595522798282
78,1.505504566212264,0.44669366675289807,1.6289253629793494,0.29957528458741806
79,1.5048762176756145,0.4478173780195822,1.6273625100249232,0.29965210371689266
80,1.5040528466900012,0.4483529533673955,1.627493618762633,0.300073440948757
81,1.5034882990291532,0.44867928164711784,1.6289106028733538,0.30052323092484484
82,1.5028552048528632,0.4492970019872421,1.6265192737136343,0.3005389419363858
83,1.5021322464025118,0.4484204697950461,1.6262392405650639,0.3007882337840374
84,1.5014108748124344,0.44940482825707834,1.6261332722085053,0.3009666489848925
85,1.5006151731887243,0.449445698660404,1.6274805558829237,0.30128552166401823
86,1.5000437456470788,0.4498421874767771,1.6278157902348096,0.30144371984563595
87,1.499444995058789,0.4501993676435766,1.6268444210366975,0.3016436801326707
88,1.4987593698202764,0.45059462399918154,1.625525298259768,0.3017386604535939
89,1.498257225714524,0.4508123096335436,1.6259271232007169,0.3019300158562984
90,1.4975748145377519,0.4512671364559696,1.6264043469523946,0.3023009127716193
91,1.49724556659094,0.4515736074509531,1.6261868916828452,0.30258543254648806
92,1.49647315133333,0.4521746507903349,1.625814645676177,0.30270580599781444
93,1.4958779944195317,0.4523954411756811,1.6242354653087303,0.30277894196186583
94,1.4954102136454843,0.4514976142502941,1.6255852528041939,0.3030886744710485
95,1.4948440722941072,0.4524376996948768,1.624579374798711,0.30314860376184727
96,1.4942711926829955,0.45225188853811127,1.6232270298714904,0.3033336552203219
97,1.4938653108789757,0.45282282430141657,1.6233320354259153,0.30355684294148083
98,1.4933114922676325,0.4529842888818005,1.6222319529943774,0.3036803406924238
99,1.4929502794757525,0.45241645912347145,1.6252314888013146,0.3041270091680923
100,1.4925277085846411,0.4536910984488396,1.6250754431110672,0.3043506204808105
101,1.491981188954257,0.45451120494622255,1.6225513967705845,0.3044510268933801
102,1.4914494948186507,0.4533501028374251,1.6220095154580685,0.3046729211724492
103,1.4910433703271426,0.4530592457247079,1.6230878794053307,0.3049919374625618
104,1.4904828579594434,0.4545547589192779,1.622181163569261,0.3052006214781036
105,1.4901379822830911,0.4549216194246748,1.6209330435247067,0.30522922236679645
106,1.4896513172421162,0.4538703422623227,1.6208142318428627,0.3055055686075387
107,1.4891954533415601,0.45490551712583405,1.6226119863068103,0.3057398074071221
108,1.4888017205329698,0.4549725140272344,1.6235448265027002,0.30588544842051635
109,1.4883779854035954,0.4559343820346074,1.6226583764892626,0.30600011838583874
110,1.4878705875512843,0.45482962400441523,1.6235645893217654,0.3061577053384065
111,1.487511910171304,0.45585779188035747,1.6226481852816221,0.3062380775010604
112,1.487159971477949,0.4560267313207594,1.6226551730514729,0.3064178155964281
113,1.4867435850623258,0.4564364126140557,1.6212761834788652,0.30648044547357994
114,1.4862443823417384,0.45650391487426384,1.6201418350398875,0.30666526073457756
115,1.4857833438828894,0.45565720167988205,1.6215673588318993,0.30688174054475387
116,1.48550882505965,0.45661076073573975,1.6229433367725778,0.30701654942562656
117,1.4851207058666642,0.4580957030705714,1.6198303806593126,0.30729773681707806
118,1.4846977637938974,0.4568574849045906,1.6188492405591053,0.30747975662327837
119,1.4844583076564137,0.4571642863931886,1.6179123504116804,0.30751268500999385
120,1.4840162946586644,0.45652783397274993,1.619596185338564,0.30773748774623433
121,1.483654963297831,0.45773903741405386,1.6180293042176594,0.3079235234572122
122,1.483478390007224,0.4566674042249644,1.6205151962832325,0.30810664882460315
123,1.4829593705832158,0.4575993062239624,1.6189470891748052,0.3081702341103566
124,1.482443513033533,0.457334576356379,1.6186018880378719,0.30842568154478633
125,1.4824123699534868,0.4577709789135249,1.6193531555688887,0.3085979898101277
126,1.4818810704785366,0.45756904694152495,1.6196784987749038,0.30873853190326156
127,1.4816504974074949,0.4590450303300535,1.6187831777404194,0.3089077319035182
128,1.481322794058756,0.45836977512578186,1.6181018437701504,0.30910691066686447
129,1.480970194751702,0.45759787822047193,1.619329120870632,0.3092376791804101
130,1.4806221261447097,0.4592481307558642,1.6170935321669606,0.30932656920887247
